strategy,engine_id,n_cycles,true_rul,final_rul_median,final_abs_error,trajectory_rmse
fixed_parameters,59,94,114.0,281.5,167.5,166.21708600757944
fixed_parameters,60,147,100.0,140.0,40.0,59.87039573707765
fixed_parameters,61,159,21.0,86.0,65.0,161.34351415457775
fixed_parameters,62,232,54.0,147.0,93.0,130.5621095098236
fixed_parameters,63,155,72.0,102.5,30.5,65.14236270933715
fixed_parameters,64,168,28.0,76.0,48.0,114.2538292574914
fixed_parameters,65,71,128.0,310.5,182.5,180.19394871895554
fixed_parameters,66,147,14.0,42.0,28.0,122.65159993243624
fixed_parameters,67,71,77.0,224.5,147.5,192.4649501656172
fixed_parameters,68,187,8.0,18.5,10.5,116.81087598619874
fixed_parameters,69,54,121.0,220.0,99.0,167.38872755090503
fixed_parameters,70,152,94.0,136.0,42.0,60.41989858264281
fixed_parameters,71,68,118.0,248.0,130.0,163.45341349250845
fixed_parameters,72,131,50.0,167.0,117.0,153.79865021891547
fixed_parameters,73,112,131.0,237.0,106.0,120.71842237206383
fixed_parameters,74,137,126.0,145.0,19.0,46.74511567443232
fixed_parameters,75,88,113.0,211.5,98.5,138.3263700784883
fixed_parameters,76,205,10.0,22.5,12.5,135.97258062906224
fixed_parameters,77,162,34.0,90.0,56.0,124.7443991666832
fixed_parameters,78,72,107.0,347.5,240.5,208.29498813781703
fixed_parameters,79,101,63.0,181.0,118.0,167.16515962980864
fixed_parameters,80,133,90.0,147.0,57.0,88.0331341414522
fixed_parameters,81,213,8.0,1.0,7.0,94.41631911144381
fixed_parameters,82,162,9.0,40.0,31.0,138.5701397920032
fixed_parameters,83,73,137.0,211.5,74.5,124.9947396153408
fixed_parameters,84,172,58.0,94.5,36.5,70.19615374078555
fixed_parameters,85,34,118.0,273.0,155.0,203.27111712888168
fixed_parameters,86,110,89.0,172.0,83.0,114.10851095657709
fixed_parameters,87,56,116.0,293.5,177.5,194.1738106697193
fixed_parameters,88,68,115.0,146.0,31.0,134.63036269290643
fixed_parameters,89,177,136.0,140.0,4.0,37.35433100990754
fixed_parameters,90,146,28.0,65.5,37.5,121.13275294327475
fixed_parameters,91,234,38.0,16.0,22.0,46.12547917431134
fixed_parameters,92,150,20.0,23.0,3.0,96.49070767004804
fixed_parameters,93,244,85.0,52.0,33.0,72.3315383109348
fixed_parameters,94,133,55.0,86.0,31.0,96.90510628475752
fixed_parameters,95,89,128.0,226.0,98.0,130.6872822057949
fixed_parameters,96,97,137.0,275.5,138.5,140.32279612879034
fixed_parameters,97,134,82.0,204.0,122.0,134.04438588788304
fixed_parameters,98,121,59.0,130.0,71.0,129.5970072861278
fixed_parameters,99,97,117.0,312.5,195.5,178.85747075635624
fixed_parameters,100,198,20.0,103.0,83.0,138.1785963706011
