strategy,engine_id,n_cycles,true_rul,final_rul_median,final_abs_error,trajectory_rmse
pmmh_pooled,54,50,87.0,215.0,128.0,200.31746054700275
pmmh_pooled,55,203,55.0,153.0,98.0,74.56935476421087
pmmh_pooled,56,162,93.0,179.5,86.5,65.48515523044559
pmmh_pooled,57,158,88.0,188.0,100.0,77.44209760209662
pmmh_pooled,58,119,40.0,182.5,142.5,151.43540098757921
pmmh_pooled,59,149,49.0,174.5,125.5,111.65459382465036
pmmh_pooled,60,112,128.0,183.0,55.0,75.6237308039896
pmmh_pooled,61,78,129.0,280.0,151.0,143.96097672811484
pmmh_pooled,62,224,58.0,129.5,71.5,132.02288593541002
pmmh_pooled,63,137,117.0,143.5,26.5,52.62815432577155
pmmh_pooled,64,271,28.0,1.0,27.0,123.09221260676097
pmmh_pooled,65,79,115.0,260.5,145.5,134.84737035307452
pmmh_pooled,66,122,87.0,177.0,90.0,92.81914372920573
pmmh_pooled,67,186,92.0,112.5,20.5,35.71265626083141
pmmh_pooled,68,188,103.0,256.0,153.0,140.56258070960664
pmmh_pooled,69,105,100.0,215.0,115.0,118.63315805657452
pmmh_pooled,70,84,63.0,189.0,126.0,152.8533669426823
pmmh_pooled,71,367,35.0,1.0,34.0,52.36353094756887
pmmh_pooled,72,232,45.0,59.0,14.0,97.34748238956263
pmmh_pooled,73,109,99.0,246.5,147.5,119.6105588140801
pmmh_pooled,74,68,117.0,228.0,111.0,132.56868364117122
pmmh_pooled,75,191,45.0,106.5,61.5,150.92994456879413
pmmh_pooled,76,180,27.0,185.0,158.0,132.3123671468393
pmmh_pooled,77,381,86.0,55.5,30.5,57.49670765423108
pmmh_pooled,78,279,20.0,1.0,19.0,75.79006209619308
pmmh_pooled,79,170,18.0,146.5,128.5,122.90158664557589
pmmh_pooled,80,85,133.0,350.0,217.0,176.6917305565227
pmmh_pooled,81,155,15.0,1.0,14.0,143.99278095703943
pmmh_pooled,82,194,6.0,1.0,5.0,95.402011584835
pmmh_pooled,83,168,145.0,190.5,45.5,35.46663841522326
pmmh_pooled,84,76,104.0,199.5,95.5,148.51654612764267
pmmh_pooled,85,118,56.0,146.5,90.5,136.06783421688823
pmmh_pooled,86,174,25.0,123.0,98.0,104.37201368843714
pmmh_pooled,87,218,68.0,199.0,131.0,82.42420065254505
pmmh_pooled,88,41,144.0,276.0,132.0,166.63121980779636
pmmh_pooled,89,120,41.0,171.5,130.5,189.03028857831222
pmmh_pooled,90,206,51.0,177.5,126.5,89.87584478450344
pmmh_pooled,91,56,81.0,195.5,114.5,173.95121955799644
pmmh_pooled,92,266,14.0,1.0,13.0,56.61055289650614
pmmh_pooled,93,158,67.0,182.0,115.0,115.01615874368218
pmmh_pooled,94,333,10.0,1.0,9.0,39.610585687395464
pmmh_pooled,95,213,127.0,151.5,24.5,28.76154595673877
pmmh_pooled,96,358,113.0,17.0,96.0,178.3069253755207
pmmh_pooled,97,95,123.0,237.5,114.5,115.15964890899114
pmmh_pooled,98,182,17.0,161.5,144.5,106.95431396033203
pmmh_pooled,99,289,8.0,1.0,7.0,64.18129598508634
pmmh_pooled,100,247,28.0,13.0,15.0,131.00759473611637
