strategy,engine_id,n_cycles,true_rul,final_rul_median,final_abs_error,trajectory_rmse
one_shot,43,172,59.0,79.0,20.0,36.1187278292024
one_shot,44,54,109.0,191.5,82.5,159.93624308408602
one_shot,45,152,114.0,108.0,6.0,46.69929349741701
one_shot,46,146,47.0,79.0,32.0,74.05097050597455
one_shot,47,73,135.0,133.5,1.5,90.29138522902029
one_shot,48,78,92.0,161.0,69.0,130.11242673066855
one_shot,49,303,21.0,17.0,4.0,48.66698313564086
one_shot,50,74,79.0,157.5,78.5,134.42706251025177
one_shot,51,144,114.0,139.0,25.0,47.415238701403915
one_shot,52,189,29.0,71.0,42.0,49.371968462289104
one_shot,53,164,26.0,78.0,52.0,84.75182565124784
one_shot,54,121,97.0,143.5,46.5,40.13183336936872
one_shot,55,113,137.0,170.0,33.0,47.43535423983263
one_shot,56,136,15.0,15.0,0.0,105.03203292889494
one_shot,57,160,103.0,114.0,11.0,42.83268684661283
one_shot,58,176,37.0,63.0,26.0,54.93988191650943
one_shot,59,94,114.0,148.5,34.5,48.82276348223801
one_shot,60,147,100.0,114.0,14.0,42.02131383389304
one_shot,61,159,21.0,45.0,24.0,51.57508113140194
one_shot,62,232,54.0,72.0,18.0,33.40795705857493
one_shot,63,155,72.0,96.0,24.0,58.87571655614902
one_shot,64,168,28.0,56.0,28.0,74.24931857952508
one_shot,65,71,128.0,162.0,34.0,55.75225000196575
one_shot,66,147,14.0,38.5,24.5,107.67591207329671
one_shot,67,71,77.0,190.5,113.5,162.04615930801592
one_shot,68,187,8.0,16.0,8.0,64.42522507270309
one_shot,69,54,121.0,194.0,73.0,146.46736774727268
one_shot,70,152,94.0,129.0,35.0,47.615769584853865
one_shot,71,68,118.0,158.5,40.5,87.5984110452185
one_shot,72,131,50.0,117.0,67.0,91.37832397020124
one_shot,73,112,131.0,125.5,5.5,29.0954402416795
one_shot,74,137,126.0,135.0,9.0,40.88246460780905
one_shot,75,88,113.0,162.5,49.5,93.07191134718455
one_shot,76,205,10.0,8.0,2.0,26.27646169149093
one_shot,77,162,34.0,70.0,36.0,75.52280744546276
one_shot,78,72,107.0,178.0,71.0,79.03115595201118
one_shot,79,101,63.0,127.0,64.0,106.21452232381054
one_shot,80,133,90.0,135.0,45.0,66.95678103310962
one_shot,81,213,8.0,3.0,5.0,45.170594739365356
one_shot,82,162,9.0,28.5,19.5,84.69995153554373
one_shot,83,73,137.0,149.5,12.5,72.76962146541081
one_shot,84,172,58.0,84.0,26.0,54.407645239112455
one_shot,85,34,118.0,222.0,104.0,183.10989949786344
one_shot,86,110,89.0,153.5,64.5,95.06667516681505
one_shot,87,56,116.0,202.0,86.0,130.90694964090224
one_shot,88,68,115.0,128.5,13.5,110.80384761847769
one_shot,89,177,136.0,120.0,16.0,65.89004923029441
one_shot,90,146,28.0,55.0,27.0,95.30420831887578
one_shot,91,234,38.0,28.0,10.0,39.20164831699339
one_shot,92,150,20.0,35.0,15.0,107.93616940889957
one_shot,93,244,85.0,59.0,26.0,71.02610060543317
one_shot,94,133,55.0,88.0,33.0,87.87317843757448
one_shot,95,89,128.0,154.0,26.0,67.59485636305156
one_shot,96,97,137.0,151.0,14.0,31.069219361814955
one_shot,97,134,82.0,141.0,59.0,61.513953034335614
one_shot,98,121,59.0,115.0,56.0,109.11037705078876
one_shot,99,97,117.0,151.0,34.0,37.67967266257448
one_shot,100,198,20.0,65.0,45.0,60.70542801017871
periodic,1,31,112.0,232.5,120.5,173.8300523407106
periodic,2,49,98.0,178.0,80.0,174.63901544124013
periodic,3,126,69.0,92.0,23.0,88.56436543778103
periodic,4,106,82.0,118.0,36.0,87.6498312863653
periodic,5,98,91.0,124.0,33.0,94.5143737043985
periodic,6,105,93.0,147.0,54.0,91.2901705447812
periodic,7,160,91.0,118.0,27.0,24.565251118195395
periodic,8,166,95.0,134.5,39.5,47.245194821642336
periodic,9,55,111.0,170.5,59.5,145.4609913344468
periodic,10,192,96.0,97.5,1.5,44.02978986814874
periodic,11,83,97.0,100.0,3.0,97.65534427290828
periodic,12,217,124.0,114.0,10.0,67.52208206816698
periodic,13,195,95.0,95.0,0.0,39.771897693646025
periodic,14,46,107.0,161.5,54.5,159.3148032096802
periodic,15,76,83.0,155.0,72.0,112.65422177712883
periodic,16,113,84.0,135.0,51.0,57.01397127331144
periodic,17,165,50.0,102.0,52.0,72.83102069693638
periodic,18,133,28.0,78.0,50.0,95.08311559988161
periodic,19,135,87.0,123.0,36.0,41.206121443839436
periodic,20,184,16.0,29.0,13.0,76.1772996256816
periodic,21,148,57.0,123.0,66.0,54.98310551334739
periodic,22,39,111.0,217.5,106.5,191.44539624548233
periodic,23,130,113.0,130.0,17.0,24.354276200100244
periodic,24,186,20.0,60.0,40.0,57.548565278305574
periodic,25,48,145.0,174.0,29.0,99.48989689075637
periodic,26,76,119.0,194.0,75.0,108.62276283202871
periodic,27,140,66.0,115.0,49.0,57.7758909185187
periodic,28,158,97.0,149.0,52.0,49.42623323343151
periodic,29,171,90.0,137.0,47.0,42.5793033764456
periodic,30,143,115.0,95.0,20.0,50.48126772980639
periodic,31,196,8.0,13.5,5.5,75.85663841640186
periodic,32,145,48.0,99.5,51.5,57.14939586973656
periodic,33,50,106.0,163.5,57.5,164.71954953799502
periodic,34,203,7.0,13.0,6.0,66.17401302626281
periodic,35,198,11.0,6.0,5.0,76.38632869906245
periodic,36,126,19.0,21.5,2.5,98.39414987771747
periodic,37,121,21.0,87.5,66.5,143.93935247208333
periodic,38,125,50.0,92.5,42.5,96.19092472785569
periodic,39,37,142.0,219.0,77.0,124.96515730610889
periodic,40,133,28.0,40.0,12.0,95.40574217046762
periodic,41,123,18.0,82.0,64.0,136.739753409905
periodic,42,156,10.0,41.0,31.0,114.46932323351292
periodic,43,172,59.0,92.0,33.0,47.4755598078608
periodic,44,54,109.0,178.0,69.0,153.64159834088144
periodic,45,152,114.0,87.0,27.0,54.348307120296816
periodic,46,146,47.0,75.0,28.0,76.6974910736088
periodic,47,73,135.0,141.0,6.0,89.74961365200929
periodic,48,78,92.0,168.0,76.0,134.160757952387
periodic,49,303,21.0,43.0,22.0,110.16599386662139
periodic,50,74,79.0,160.0,81.0,140.7699148217364
periodic,51,144,114.0,126.0,12.0,41.14690399450891
periodic,52,189,29.0,80.0,51.0,62.062106203826396
periodic,53,164,26.0,79.0,53.0,86.96078629852961
periodic,54,121,97.0,153.0,56.0,49.316170884850756
periodic,55,113,137.0,178.0,41.0,55.112154353845796
periodic,56,136,15.0,11.0,4.0,91.09399436199693
periodic,57,160,103.0,112.0,9.0,42.70403230375324
periodic,58,176,37.0,71.0,34.0,60.48366843807734
periodic,59,94,114.0,146.0,32.0,46.42790682245856
periodic,60,147,100.0,142.0,42.0,57.32985770987064
periodic,61,159,21.0,64.0,43.0,102.81537614737907
periodic,62,232,54.0,85.0,31.0,27.302444787588353
periodic,63,155,72.0,104.0,32.0,59.898381689593734
periodic,64,168,28.0,67.0,39.0,98.33060428012857
periodic,65,71,128.0,156.0,28.0,52.37648112128083
periodic,66,147,14.0,47.5,33.5,121.91968612142003
periodic,67,71,77.0,190.5,113.5,162.04615930801592
periodic,68,187,8.0,19.0,11.0,75.10642182217498
periodic,69,54,121.0,194.0,73.0,154.2150674773287
periodic,70,152,94.0,129.0,35.0,51.132857136555245
periodic,71,68,118.0,186.5,68.5,113.02439871940197
periodic,72,131,50.0,122.0,72.0,96.55086070196411
periodic,73,112,131.0,146.0,15.0,34.93223669784524
periodic,74,137,126.0,119.5,6.5,42.38884132189908
periodic,75,88,113.0,171.0,58.0,104.4199209268214
periodic,76,205,10.0,12.5,2.5,47.81665951140113
periodic,77,162,34.0,72.0,38.0,85.42686930936894
periodic,78,72,107.0,182.0,75.0,80.87009473360484
periodic,79,101,63.0,119.5,56.5,95.90464271895029
periodic,80,133,90.0,118.0,28.0,55.45285201856151
periodic,81,213,8.0,8.0,0.0,95.11040039296859
periodic,82,162,9.0,37.0,28.0,120.67785655093645
periodic,83,73,137.0,151.0,14.0,73.56420176160357
periodic,84,172,58.0,80.0,22.0,49.38665964775094
periodic,85,34,118.0,222.0,104.0,183.10989949786344
periodic,86,110,89.0,162.5,73.5,104.78985464425283
periodic,87,56,116.0,166.0,50.0,92.86321065339676
periodic,88,68,115.0,130.5,15.5,119.26334861779378
periodic,89,177,136.0,151.0,15.0,36.99179172961526
periodic,90,146,28.0,68.0,40.0,111.98458798069258
periodic,91,234,38.0,32.0,6.0,39.46974931654762
periodic,92,150,20.0,24.0,4.0,94.47041865049609
periodic,93,244,85.0,77.0,8.0,40.183365573984204
periodic,94,133,55.0,79.0,24.0,81.99207966516978
periodic,95,89,128.0,160.0,32.0,76.08198933468812
periodic,96,97,137.0,153.0,16.0,31.342882583766826
periodic,97,134,82.0,127.0,45.0,46.46620501994136
periodic,98,121,59.0,111.0,52.0,101.91625755353759
periodic,99,97,117.0,154.0,37.0,44.93729881448448
periodic,100,198,20.0,64.0,44.0,51.26573421936435
