strategy,engine_id,n_cycles,true_rul,final_rul_median,final_abs_error,trajectory_rmse
periodic,71,367,35.0,1.0,34.0,62.51861848022355
periodic,72,232,45.0,86.0,41.0,90.84882882170723
periodic,73,109,99.0,245.0,146.0,191.53645423979293
periodic,74,68,117.0,283.5,166.5,276.1409420077747
periodic,75,191,45.0,86.5,41.5,109.36478897736157
periodic,76,180,27.0,187.0,160.0,223.77582098063132
periodic,77,381,86.0,104.0,18.0,53.67688520442802
periodic,78,279,20.0,2.0,18.0,151.29680175807493
periodic,79,170,18.0,90.5,72.5,151.45503603768503
periodic,80,85,133.0,243.5,110.5,156.52820644141013
periodic,81,155,15.0,7.0,8.0,266.75443884809357
periodic,82,194,6.0,1.0,5.0,196.4075751263436
periodic,83,168,145.0,148.0,3.0,88.42723838329024
periodic,84,76,104.0,215.0,111.0,244.2873833375247
periodic,85,118,56.0,160.5,104.5,203.58012310985504
periodic,86,174,25.0,99.5,74.5,152.85765014187726
periodic,87,218,68.0,177.0,109.0,97.50141142238813
periodic,88,41,144.0,337.0,193.0,312.4990634132306
periodic,89,120,41.0,124.0,83.0,161.47215317199434
periodic,90,206,51.0,142.5,91.5,105.69773376156225
periodic,91,56,81.0,203.5,122.5,292.5092870931012
periodic,92,266,14.0,1.0,13.0,94.15702869479037
periodic,93,158,67.0,160.5,93.5,138.50347868409276
periodic,94,333,10.0,1.0,9.0,57.865167654018144
periodic,95,213,127.0,170.5,43.5,70.61642569165328
periodic,96,358,113.0,62.0,51.0,127.88747945844673
periodic,97,95,123.0,213.5,90.5,178.95358851418786
periodic,98,182,17.0,124.5,107.5,175.94399630326927
periodic,99,289,8.0,1.0,7.0,109.08704977707364
periodic,100,247,28.0,34.5,6.5,142.07235355171917
